"Notes"	"County"	"County Code"	Avg Daily Max Air Temperature (F)	Avg Daily Min Air Temperature (F)	Avg Daily Max Heat Index (F)
	"Scott County, VA"	"51169"	65.09	48.41	89.20
	"Shenandoah County, VA"	"51171"	64.47	46.56	89.53
	"Smyth County, VA"	"51173"	62.03	45.42	86.32
	"Southampton County, VA"	"51175"	71.26	50.86	93.74
	"Spotsylvania County, VA"	"51177"	68.55	49.05	92.45
	"Stafford County, VA"	"51179"	68.03	48.45	92.38
	"Surry County, VA"	"51181"	70.31	50.84	92.87
	"Sussex County, VA"	"51183"	71.11	50.26	93.29
	"Tazewell County, VA"	"51185"	62.33	45.13	86.28
	"Warren County, VA"	"51187"	64.40	47.18	89.67
	"Washington County, VA"	"51191"	64.31	46.91	88.04
	"Westmoreland County, VA"	"51193"	66.18	51.68	91.26
	"Wise County, VA"	"51195"	63.00	46.91	87.70
	"Wythe County, VA"	"51197"	63.56	45.37	86.76
	"York County, VA"	"51199"	68.21	53.27	92.02
	"Alexandria city, VA"	"51510"	67.08	48.87	92.75
	"Bedford city, VA"	"51515"	69.65	49.68	91.55
	"Bristol city, VA"	"51520"	66.17	49.20	89.40
	"Buena Vista city, VA"	"51530"	66.38	47.90	88.92
	"Charlottesville city, VA"	"51540"	69.35	49.68	92.39
	"Chesapeake city, VA"	"51550"	70.62	52.85	93.41
	"Clifton Forge city, VA"	"51560"	67.09	47.19	89.96
	"Colonial Heights city, VA"	"51570"	70.86	49.65	92.93
	"Covington city, VA"	"51580"	65.03	45.23	88.16
	"Danville city, VA"	"51590"	71.78	50.80	93.25
	"Emporia city, VA"	"51595"	72.04	50.73	93.64
	"Fairfax city, VA"	"51600"	66.42	48.10	91.55
	"Falls Church city, VA"	"51610"	66.24	48.28	91.84
	"Franklin city, VA"	"51620"	71.39	51.29	93.91
	"Fredericksburg city, VA"	"51630"	68.51	48.96	92.86
	"Galax city, VA"	"51640"	63.86	45.65	86.70
	"Hampton city, VA"	"51650"	67.04	55.57	91.90
	"Harrisonburg city, VA"	"51660"	65.45	46.86	89.40
	"Hopewell city, VA"	"51670"	70.84	49.50	92.88
	"Lexington city, VA"	"51678"	67.24	49.04	90.17
	"Lynchburg city, VA"	"51680"	70.22	50.83	92.16
	"Manassas city, VA"	"51683"	67.11	48.49	91.93
	"Manassas Park city, VA"	"51685"	66.78	48.61	91.82
	"Martinsville city, VA"	"51690"	70.62	50.37	92.05
	"Newport News city, VA"	"51700"	68.50	53.06	92.11
	"Norfolk city, VA"	"51710"	68.17	54.80	92.18
	"Norton city, VA"	"51720"	61.48	45.44	86.16
	"Petersburg city, VA"	"51730"	70.97	49.71	92.95
	"Poquoson city, VA"	"51735"	65.45	56.53	91.11
	"Portsmouth city, VA"	"51740"	70.46	52.93	93.43
	"Radford city, VA"	"51750"	65.74	46.20	88.39
	"Richmond city, VA"	"51760"	70.16	49.43	92.75
	"Roanoke city, VA"	"51770"	68.70	49.23	91.05
	"Salem city, VA"	"51775"	67.51	48.52	89.79
	"South Boston  city, VA"	"51780"	72.33	50.61	93.46
	"Staunton city, VA"	"51790"	65.65	47.12	89.15
	"Suffolk city, VA"	"51800"	71.04	51.74	93.54
	"Virginia Beach city, VA"	"51810"	69.04	54.55	92.48
	"Waynesboro city, VA"	"51820"	65.73	47.69	89.02
	"Williamsburg city, VA"	"51830"	69.43	51.65	92.20
	"Winchester city, VA"	"51840"	64.57	46.88	90.28
	"Adams County, WA"	"53001"	60.06	42.77	84.92
	"Asotin County, WA"	"53003"	56.81	41.05	83.79
	"Benton County, WA"	"53005"	63.43	44.95	86.31
	"Chelan County, WA"	"53007"	48.33	33.49	82.06
	"Clallam County, WA"	"53009"	50.50	40.00	81.48
	"Clark County, WA"	"53011"	57.76	43.37	84.89
	"Columbia County, WA"	"53013"	56.58	41.32	84.55
	"Cowlitz County, WA"	"53015"	54.70	39.38	84.70
	"Douglas County, WA"	"53017"	56.80	40.25	82.96
	"Ferry County, WA"	"53019"	51.52	34.91	81.89
	"Franklin County, WA"	"53021"	63.03	44.06	86.57
	"Garfield County, WA"	"53023"	56.46	40.94	84.36
	"Grant County, WA"	"53025"	60.79	42.94	85.00
	"Grays Harbor County, WA"	"53027"	54.53	42.83	83.73
	"Island County, WA"	"53029"	53.93	45.51	82.85
	"Jefferson County, WA"	"53031"	48.99	38.12	81.95
	"King County, WA"	"53033"	52.01	38.92	83.68
	"Kitsap County, WA"	"53035"	57.07	42.78	83.80
	"Kittitas County, WA"	"53037"	52.23	36.14	82.83
	"Klickitat County, WA"	"53039"	57.55	41.79	83.79
	"Lewis County, WA"	"53041"	52.41	37.97	83.59
	"Lincoln County, WA"	"53043"	57.18	40.55	83.41
	"Mason County, WA"	"53045"	54.15	39.85	83.84
	"Okanogan County, WA"	"53047"	48.88	33.54	82.03
	"Pacific County, WA"	"53049"	54.79	42.91	83.96
	"Pend Oreille County, WA"	"53051"	51.12	34.41	81.69
	"Pierce County, WA"	"53053"	50.71	36.56	84.15
	"San Juan County, WA"	"53055"	50.46	47.63	Missing
	"Skagit County, WA"	"53057"	47.73	36.94	83.30
	"Skamania County, WA"	"53059"	50.56	36.46	82.61
	"Snohomish County, WA"	"53061"	49.24	37.38	83.18
	"Spokane County, WA"	"53063"	55.97	39.17	83.22
	"Stevens County, WA"	"53065"	53.75	36.41	82.36
	"Thurston County, WA"	"53067"	56.73	41.28	84.37
	"Wahkiakum County, WA"	"53069"	55.97	41.99	84.34
	"Walla Walla County, WA"	"53071"	62.11	44.87	86.44
	"Whatcom County, WA"	"53073"	46.44	33.95	82.34
	"Whitman County, WA"	"53075"	58.21	42.05	84.48
	"Yakima County, WA"	"53077"	54.21	38.14	83.78
	"Barbour County, WV"	"54001"	61.92	45.91	89.19
	"Berkeley County, WV"	"54003"	64.18	46.27	90.73
	"Boone County, WV"	"54005"	64.51	47.82	90.35
	"Braxton County, WV"	"54007"	64.17	47.81	90.42
	"Brooke County, WV"	"54009"	60.79	44.05	90.95
	"Cabell County, WV"	"54011"	65.98	48.39	93.05
	"Calhoun County, WV"	"54013"	64.89	47.33	91.16
	"Clay County, WV"	"54015"	64.47	48.09	90.66
	"Doddridge County, WV"	"54017"	63.67	46.68	90.61
	"Fayette County, WV"	"54019"	62.23	46.37	88.56
	"Gilmer County, WV"	"54021"	64.82	47.33	90.98
	"Grant County, WV"	"54023"	61.73	44.19	87.86
	"Greenbrier County, WV"	"54025"	61.02	43.42	86.57
	"Hampshire County, WV"	"54027"	63.18	45.50	89.32
	"Hancock County, WV"	"54029"	60.55	43.69	90.72
	"Hardy County, WV"	"54031"	62.52	44.36	87.91
	"Harrison County, WV"	"54033"	63.05	46.99	90.25
	"Jackson County, WV"	"54035"	65.41	47.58	92.04
	"Jefferson County, WV"	"54037"	64.64	46.73	90.77
	"Kanawha County, WV"	"54039"	65.26	48.21	91.67
	"Lewis County, WV"	"54041"	63.90	47.83	89.86
	"Lincoln County, WV"	"54043"	65.88	48.52	92.46
	"Logan County, WV"	"54045"	64.96	48.15	90.09
	"McDowell County, WV"	"54047"	64.48	47.02	88.28
	"Marion County, WV"	"54049"	62.37	46.17	90.45
	"Marshall County, WV"	"54051"	61.60	45.57	91.01
	"Mason County, WV"	"54053"	65.95	47.91	92.26
	"Mercer County, WV"	"54055"	62.73	44.16	86.41
	"Mineral County, WV"	"54057"	62.89	46.13	89.57
	"Mingo County, WV"	"54059"	65.63	48.52	90.80
	"Monongalia County, WV"	"54061"	62.03	45.94	90.23
	"Monroe County, WV"	"54063"	63.69	44.45	87.18
	"Morgan County, WV"	"54065"	63.36	45.83	90.37
	"Nicholas County, WV"	"54067"	60.93	46.24	88.49
	"Ohio County, WV"	"54069"	61.19	45.05	90.96
	"Pendleton County, WV"	"54071"	60.30	42.69	85.97
	"Pleasants County, WV"	"54073"	63.95	46.64	91.77
	"Pocahontas County, WV"	"54075"	58.32	41.61	85.10
	"Preston County, WV"	"54077"	59.87	44.70	88.08
	"Putnam County, WV"	"54079"	65.97	48.55	92.44
	"Raleigh County, WV"	"54081"	62.39	45.96	87.59
	"Randolph County, WV"	"54083"	58.15	42.53	86.07
	"Ritchie County, WV"	"54085"	64.21	46.78	91.43
	"Roane County, WV"	"54087"	65.07	47.70	91.49
	"Summers County, WV"	"54089"	63.62	45.16	87.61
	"Taylor County, WV"	"54091"	62.19	46.17	89.75
	"Tucker County, WV"	"54093"	57.91	42.16	86.35
	"Tyler County, WV"	"54095"	63.34	46.59	91.35
	"Upshur County, WV"	"54097"	62.05	46.63	88.62
	"Wayne County, WV"	"54099"	65.92	48.45	92.68
	"Webster County, WV"	"54101"	59.97	45.19	88.11
	"Wetzel County, WV"	"54103"	62.09	45.97	90.99
	"Wirt County, WV"	"54105"	64.71	47.32	91.93
	"Wood County, WV"	"54107"	64.49	47.18	92.34
	"Wyoming County, WV"	"54109"	64.06	46.95	88.28
	"Adams County, WI"	"55001"	55.67	36.92	91.11
	"Ashland County, WI"	"55003"	51.02	36.19	89.74
	"Barron County, WI"	"55005"	53.38	34.97	90.24
	"Bayfield County, WI"	"55007"	51.01	35.62	89.42
	"Brown County, WI"	"55009"	54.43	39.17	90.57
	"Buffalo County, WI"	"55011"	55.50	35.95	91.86
	"Burnett County, WI"	"55013"	53.94	34.60	90.15
	"Calumet County, WI"	"55015"	55.28	38.77	90.89
	"Chippewa County, WI"	"55017"	54.07	35.03	91.22
	"Clark County, WI"	"55019"	53.95	35.49	90.79
	"Columbia County, WI"	"55021"	57.01	38.09	91.63
	"Crawford County, WI"	"55023"	57.51	37.65	92.35
	"Dane County, WI"	"55025"	57.58	38.56	92.03
	"Dodge County, WI"	"55027"	56.75	38.50	91.43
	"Door County, WI"	"55029"	50.55	42.22	87.01
	"Douglas County, WI"	"55031"	52.38	34.41	90.42
	"Dunn County, WI"	"55033"	54.68	35.68	91.33
	"Eau Claire County, WI"	"55035"	54.71	35.30	91.53
	"Florence County, WI"	"55037"	52.08	35.56	87.65
	"Fond du Lac County, WI"	"55039"	55.86	38.41	91.09
	"Forest County, WI"	"55041"	51.50	35.34	88.12
	"Grant County, WI"	"55043"	58.01	38.39	92.47
	"Green County, WI"	"55045"	58.25	39.16	92.58
	"Green Lake County, WI"	"55047"	56.42	37.89	91.42
	"Iowa County, WI"	"55049"	57.33	38.08	91.94
	"Iron County, WI"	"55051"	50.02	35.38	88.71
	"Jackson County, WI"	"55053"	55.13	36.06	91.44
	"Jefferson County, WI"	"55055"	57.81	39.29	92.16
	"Juneau County, WI"	"55057"	55.63	37.51	91.28
	"Kenosha County, WI"	"55059"	56.98	42.66	92.61
	"Kewaunee County, WI"	"55061"	51.36	41.87	87.75
	"La Crosse County, WI"	"55063"	56.00	37.40	92.26
	"Lafayette County, WI"	"55065"	58.30	39.19	92.39
	"Langlade County, WI"	"55067"	51.65	35.82	89.36
	"Lincoln County, WI"	"55069"	51.90	35.98	90.20
	"Manitowoc County, WI"	"55071"	52.20	41.87	88.45
	"Marathon County, WI"	"55073"	52.93	36.08	90.17
	"Marinette County, WI"	"55075"	53.14	38.23	89.01
	"Marquette County, WI"	"55077"	56.31	37.50	91.66
	"Menominee County, WI"	"55078"	53.52	37.19	89.71
	"Milwaukee County, WI"	"55079"	55.81	42.99	91.55
	"Monroe County, WI"	"55081"	55.20	37.67	91.37
	"Oconto County, WI"	"55083"	54.03	38.31	90.20
	"Oneida County, WI"	"55085"	51.41	34.97	89.07
	"Outagamie County, WI"	"55087"	55.34	38.22	91.03
	"Ozaukee County, WI"	"55089"	54.87	42.76	90.72
	"Pepin County, WI"	"55091"	55.66	36.02	91.94
	"Pierce County, WI"	"55093"	54.94	35.21	91.25
	"Polk County, WI"	"55095"	53.78	35.10	90.10
	"Portage County, WI"	"55097"	54.07	36.88	90.23
	"Price County, WI"	"55099"	51.47	34.88	89.64
	"Racine County, WI"	"55101"	56.74	42.17	92.49
	"Richland County, WI"	"55103"	56.76	37.76	91.78
	"Rock County, WI"	"55105"	58.65	39.82	92.75
	"Rusk County, WI"	"55107"	52.91	34.84	90.35
	"St. Croix County, WI"	"55109"	54.45	35.23	90.57
	"Sauk County, WI"	"55111"	56.63	37.87	91.62
	"Sawyer County, WI"	"55113"	51.94	34.43	90.41
	"Shawano County, WI"	"55115"	54.12	37.07	90.22
	"Sheboygan County, WI"	"55117"	54.45	40.88	90.26
	"Taylor County, WI"	"55119"	52.45	35.09	90.20
	"Trempealeau County, WI"	"55121"	55.49	36.14	91.98
	"Vernon County, WI"	"55123"	56.10	37.58	91.73
	"Vilas County, WI"	"55125"	50.88	34.51	88.06
	"Walworth County, WI"	"55127"	57.68	40.14	92.44
	"Washburn County, WI"	"55129"	52.74	34.35	90.18
	"Washington County, WI"	"55131"	55.42	39.93	90.75
	"Waukesha County, WI"	"55133"	56.59	40.15	91.78
	"Waupaca County, WI"	"55135"	54.94	37.56	90.92
	"Waushara County, WI"	"55137"	55.45	37.31	90.93
	"Winnebago County, WI"	"55139"	56.05	38.16	91.22
	"Wood County, WI"	"55141"	54.57	36.19	90.73
	"Albany County, WY"	"56001"	51.38	33.15	81.16
	"Big Horn County, WY"	"56003"	51.86	36.45	84.35
	"Campbell County, WY"	"56005"	57.22	38.53	84.72
	"Carbon County, WY"	"56007"	50.32	32.67	81.07
	"Converse County, WY"	"56009"	56.49	37.78	84.19
	"Crook County, WY"	"56011"	55.96	38.22	84.71
	"Fremont County, WY"	"56013"	49.56	32.40	82.58
	"Goshen County, WY"	"56015"	62.02	40.80	86.87
	"Hot Springs County, WY"	"56017"	52.57	35.84	83.26
	"Johnson County, WY"	"56019"	54.07	36.37	84.24
	"Laramie County, WY"	"56021"	59.05	38.91	84.14
	"Lincoln County, WY"	"56023"	46.39	30.05	80.43
	"Natrona County, WY"	"56025"	54.23	35.89	82.88
	"Niobrara County, WY"	"56027"	59.22	39.95	85.81
	"Park County, WY"	"56029"	44.06	27.96	82.92
	"Platte County, WY"	"56031"	60.39	40.12	85.67
	"Sheridan County, WY"	"56033"	52.80	36.29	84.51
	"Sublette County, WY"	"56035"	44.13	27.69	80.02
	"Sweetwater County, WY"	"56037"	50.18	33.29	80.79
	"Teton County, WY"	"56039"	42.06	24.95	79.63
	"Uinta County, WY"	"56041"	47.65	30.78	80.50
	"Washakie County, WY"	"56043"	54.55	38.02	84.24
	"Weston County, WY"	"56045"	57.64	38.64	85.48
"Total"			63.87	44.41	91.82
"---"
"Dataset: North America Land Data Assimilation System (NLDAS) Daily Air Temperatures and Heat Index (1979-2011)"
"Query Parameters:"
"Title:"
"Daily Max Air Temperature (F): All, -31 to 120"
"Daily Max Heat Index (F): All, 78 to 134"
"Daily Min Air Temperature (F): All, -47 to 95"
"Dates: Jan 01, 2011 to Dec 31, 2011"
"States: All"
"Group By: County"
"Show Totals: True"
"Show Zero Values: True"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/nldas.html for more information."
"---"
"Query Date: Oct 8, 2018 12:18:44 AM"
"---"
"Suggested Citation: North America Land Data Assimilation System (NLDAS) Daily Air Temperatures and Heat Index, years 1979-2011"
"on CDC WONDER Online Database, released 2013. Accessed at http://wonder.cdc.gov/NASA-NLDAS.html on Oct 8, 2018 12:18:44 AM"
"---"
Caveats:
"1. Note that maximum heat index data are sparse. Heat index data are recorded only for days when the air temperature is above 80"
"degrees Fahrenheit (26 degrees Celsius). When heat index data is not available in results table due to sparseness of data then"
"it will be labeled ""Missing"". More information: http://wonder.cdc.gov/wonder/help/nldas.html#Heat Index."
